"GateId","FixtureId","GateName","CandidateName","CandidatePath","CandidateSHA256","StaticVerdict","Evidence"
"CPB-SG-001","CPB-001","ARRAY_NORMALIZATION_REQUIRED_FOR_ZERO_ROW_COLLECTION","BUILD_POST_DELTA_REVIEW_ROUTE_RECONSIDERATION_SELECTOR_NO_EXECUTION_20260609_V0_1.ps1","C:\Users\13527\Desktop\123\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\BUILD_POST_DELTA_REVIEW_ROUTE_RECONSIDERATION_SELECTOR_NO_EXECUTION_20260609_V0_1.ps1","35DF0CD2FCDCD2F2C6249A0FCB95AA17ECA49D4E669FD7A8CA3DE9A99B3BC6B7","STATIC_GATE_PASS","Found array normalization and array-count pattern."
"CPB-SG-002","CPB-002","ONE_ROW_SCALAR_MUST_BE_ARRAY_WRAPPED","BUILD_POST_DELTA_REVIEW_ROUTE_RECONSIDERATION_SELECTOR_NO_EXECUTION_20260609_V0_1.ps1","C:\Users\13527\Desktop\123\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\BUILD_POST_DELTA_REVIEW_ROUTE_RECONSIDERATION_SELECTOR_NO_EXECUTION_20260609_V0_1.ps1","35DF0CD2FCDCD2F2C6249A0FCB95AA17ECA49D4E669FD7A8CA3DE9A99B3BC6B7","STATIC_GATE_PASS","Found foreach over explicit array-wrapped source."
"CPB-SG-003","CPB-003","GROUP_OBJECT_SOURCE_MUST_BE_SAFE_LIST","BUILD_POST_DELTA_REVIEW_ROUTE_RECONSIDERATION_SELECTOR_NO_EXECUTION_20260609_V0_1.ps1","C:\Users\13527\Desktop\123\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\BUILD_POST_DELTA_REVIEW_ROUTE_RECONSIDERATION_SELECTOR_NO_EXECUTION_20260609_V0_1.ps1","35DF0CD2FCDCD2F2C6249A0FCB95AA17ECA49D4E669FD7A8CA3DE9A99B3BC6B7","STATIC_GATE_PASS_NOT_APPLICABLE","No Group-Object usage found."
"CPB-SG-004","CPB-004","MARKDOWN_WRITER_MUST_BE_BLANK_SAFE","BUILD_POST_DELTA_REVIEW_ROUTE_RECONSIDERATION_SELECTOR_NO_EXECUTION_20260609_V0_1.ps1","C:\Users\13527\Desktop\123\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\BUILD_POST_DELTA_REVIEW_ROUTE_RECONSIDERATION_SELECTOR_NO_EXECUTION_20260609_V0_1.ps1","35DF0CD2FCDCD2F2C6249A0FCB95AA17ECA49D4E669FD7A8CA3DE9A99B3BC6B7","STATIC_GATE_PASS","Found here-string plus Set-Content evidence."
"CPB-SG-005","CPB-005","NULL_LINE_LIST_MUST_BE_CONTROLLED","BUILD_POST_DELTA_REVIEW_ROUTE_RECONSIDERATION_SELECTOR_NO_EXECUTION_20260609_V0_1.ps1","C:\Users\13527\Desktop\123\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\BUILD_POST_DELTA_REVIEW_ROUTE_RECONSIDERATION_SELECTOR_NO_EXECUTION_20260609_V0_1.ps1","35DF0CD2FCDCD2F2C6249A0FCB95AA17ECA49D4E669FD7A8CA3DE9A99B3BC6B7","STATIC_GATE_PASS","Found string-cast line handling and no direct null append."
"CPB-SG-006","CPB-006","CSV_ROWS_REQUIRE_STABLE_SCHEMA","BUILD_POST_DELTA_REVIEW_ROUTE_RECONSIDERATION_SELECTOR_NO_EXECUTION_20260609_V0_1.ps1","C:\Users\13527\Desktop\123\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\BUILD_POST_DELTA_REVIEW_ROUTE_RECONSIDERATION_SELECTOR_NO_EXECUTION_20260609_V0_1.ps1","35DF0CD2FCDCD2F2C6249A0FCB95AA17ECA49D4E669FD7A8CA3DE9A99B3BC6B7","STATIC_GATE_PASS","Found pscustomobject rows and Export-Csv."
"CPB-SG-007","CPB-007","COUNT_PROPERTY_MUST_USE_ARRAY_COUNT","BUILD_POST_DELTA_REVIEW_ROUTE_RECONSIDERATION_SELECTOR_NO_EXECUTION_20260609_V0_1.ps1","C:\Users\13527\Desktop\123\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\BUILD_POST_DELTA_REVIEW_ROUTE_RECONSIDERATION_SELECTOR_NO_EXECUTION_20260609_V0_1.ps1","35DF0CD2FCDCD2F2C6249A0FCB95AA17ECA49D4E669FD7A8CA3DE9A99B3BC6B7","STATIC_GATE_REVIEW_REQUIRED","Array-count pattern found, but direct .Count also appears and needs review."
"CPB-SG-008","CPB-008","ARRAY_PARAMETERS_MUST_BE_EXPLICIT","BUILD_POST_DELTA_REVIEW_ROUTE_RECONSIDERATION_SELECTOR_NO_EXECUTION_20260609_V0_1.ps1","C:\Users\13527\Desktop\123\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\BUILD_POST_DELTA_REVIEW_ROUTE_RECONSIDERATION_SELECTOR_NO_EXECUTION_20260609_V0_1.ps1","35DF0CD2FCDCD2F2C6249A0FCB95AA17ECA49D4E669FD7A8CA3DE9A99B3BC6B7","STATIC_GATE_PASS","Found explicit array parameter and array-wrapped source evidence."
"CPB-SG-009","CPB-009","BLOCKER_COUNTS_DOMINATE_FINAL_VERDICT","BUILD_POST_DELTA_REVIEW_ROUTE_RECONSIDERATION_SELECTOR_NO_EXECUTION_20260609_V0_1.ps1","C:\Users\13527\Desktop\123\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\BUILD_POST_DELTA_REVIEW_ROUTE_RECONSIDERATION_SELECTOR_NO_EXECUTION_20260609_V0_1.ps1","35DF0CD2FCDCD2F2C6249A0FCB95AA17ECA49D4E669FD7A8CA3DE9A99B3BC6B7","STATIC_GATE_BLOCKED_REPAIR_REQUIRED","No clear blocker/issue-count verdict dominance evidence."
"CPB-SG-010","CPB-010","GENERATED_ROLLUP_REQUIRES_AUTHORITY_PROOF","BUILD_POST_DELTA_REVIEW_ROUTE_RECONSIDERATION_SELECTOR_NO_EXECUTION_20260609_V0_1.ps1","C:\Users\13527\Desktop\123\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\BUILD_POST_DELTA_REVIEW_ROUTE_RECONSIDERATION_SELECTOR_NO_EXECUTION_20260609_V0_1.ps1","35DF0CD2FCDCD2F2C6249A0FCB95AA17ECA49D4E669FD7A8CA3DE9A99B3BC6B7","STATIC_GATE_PASS","Found hash/receipt, diff-or-duplicate evidence, and gate/boundary language."
