"CandidateName","CandidatePath","CandidateSHA256","GateId","GateName","StaticVerdict","Evidence","RepairClass","RecommendedAction"
"BUILD_ROOT_HELD_ROUTE_DRY_RUN_SELECTOR_NO_EXECUTION_20260609_V0_2.ps1","C:\Users\13527\Desktop\123\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\BUILD_ROOT_HELD_ROUTE_DRY_RUN_SELECTOR_NO_EXECUTION_20260609_V0_2.ps1","BBB99DCA95BF612B6492A2B2E091A8869DD5CBAF982F4316E5F3470C4D055E20","CPB-SG-001","ARRAY_NORMALIZATION_REQUIRED_FOR_ZERO_ROW_COLLECTION","STATIC_GATE_BLOCKED_REPAIR_REQUIRED","Array wrapping exists, but clear @(...).Count evidence is missing.","CANDIDATE_STATIC_GATE_REQUIREMENT_GAP","REPAIR_REQUIRED_BEFORE_USE_OR_SKIP_TO_NEXT_CANDIDATE"
"BUILD_ROOT_HELD_ROUTE_DRY_RUN_SELECTOR_NO_EXECUTION_20260609_V0_2.ps1","C:\Users\13527\Desktop\123\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\BUILD_ROOT_HELD_ROUTE_DRY_RUN_SELECTOR_NO_EXECUTION_20260609_V0_2.ps1","BBB99DCA95BF612B6492A2B2E091A8869DD5CBAF982F4316E5F3470C4D055E20","CPB-SG-002","ONE_ROW_SCALAR_MUST_BE_ARRAY_WRAPPED","STATIC_GATE_PASS","Found foreach over explicit array-wrapped source.","NONE","NO_ACTION_REQUIRED"
"BUILD_ROOT_HELD_ROUTE_DRY_RUN_SELECTOR_NO_EXECUTION_20260609_V0_2.ps1","C:\Users\13527\Desktop\123\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\BUILD_ROOT_HELD_ROUTE_DRY_RUN_SELECTOR_NO_EXECUTION_20260609_V0_2.ps1","BBB99DCA95BF612B6492A2B2E091A8869DD5CBAF982F4316E5F3470C4D055E20","CPB-SG-003","GROUP_OBJECT_SOURCE_MUST_BE_SAFE_LIST","STATIC_GATE_PASS_NOT_APPLICABLE","No Group-Object usage found.","NONE","NO_ACTION_REQUIRED"
"BUILD_ROOT_HELD_ROUTE_DRY_RUN_SELECTOR_NO_EXECUTION_20260609_V0_2.ps1","C:\Users\13527\Desktop\123\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\BUILD_ROOT_HELD_ROUTE_DRY_RUN_SELECTOR_NO_EXECUTION_20260609_V0_2.ps1","BBB99DCA95BF612B6492A2B2E091A8869DD5CBAF982F4316E5F3470C4D055E20","CPB-SG-004","MARKDOWN_WRITER_MUST_BE_BLANK_SAFE","STATIC_GATE_BLOCKED_REPAIR_REQUIRED","No clear blank-safe writer evidence.","CANDIDATE_STATIC_GATE_REQUIREMENT_GAP","REPAIR_REQUIRED_BEFORE_USE_OR_SKIP_TO_NEXT_CANDIDATE"
"BUILD_ROOT_HELD_ROUTE_DRY_RUN_SELECTOR_NO_EXECUTION_20260609_V0_2.ps1","C:\Users\13527\Desktop\123\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\BUILD_ROOT_HELD_ROUTE_DRY_RUN_SELECTOR_NO_EXECUTION_20260609_V0_2.ps1","BBB99DCA95BF612B6492A2B2E091A8869DD5CBAF982F4316E5F3470C4D055E20","CPB-SG-005","NULL_LINE_LIST_MUST_BE_CONTROLLED","STATIC_GATE_REVIEW_REQUIRED","No direct null append found, but no clear string-cast line-list control either.","MANUAL_REVIEW_REQUIRED","REVIEW_PATTERN_BEFORE_REPAIR_OR_SKIP"
"BUILD_ROOT_HELD_ROUTE_DRY_RUN_SELECTOR_NO_EXECUTION_20260609_V0_2.ps1","C:\Users\13527\Desktop\123\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\BUILD_ROOT_HELD_ROUTE_DRY_RUN_SELECTOR_NO_EXECUTION_20260609_V0_2.ps1","BBB99DCA95BF612B6492A2B2E091A8869DD5CBAF982F4316E5F3470C4D055E20","CPB-SG-006","CSV_ROWS_REQUIRE_STABLE_SCHEMA","STATIC_GATE_PASS","Found pscustomobject rows and Export-Csv.","NONE","NO_ACTION_REQUIRED"
"BUILD_ROOT_HELD_ROUTE_DRY_RUN_SELECTOR_NO_EXECUTION_20260609_V0_2.ps1","C:\Users\13527\Desktop\123\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\BUILD_ROOT_HELD_ROUTE_DRY_RUN_SELECTOR_NO_EXECUTION_20260609_V0_2.ps1","BBB99DCA95BF612B6492A2B2E091A8869DD5CBAF982F4316E5F3470C4D055E20","CPB-SG-007","COUNT_PROPERTY_MUST_USE_ARRAY_COUNT","STATIC_GATE_BLOCKED_REPAIR_REQUIRED","No clear @(...).Count pattern found.","CANDIDATE_STATIC_GATE_REQUIREMENT_GAP","REPAIR_REQUIRED_BEFORE_USE_OR_SKIP_TO_NEXT_CANDIDATE"
"BUILD_ROOT_HELD_ROUTE_DRY_RUN_SELECTOR_NO_EXECUTION_20260609_V0_2.ps1","C:\Users\13527\Desktop\123\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\BUILD_ROOT_HELD_ROUTE_DRY_RUN_SELECTOR_NO_EXECUTION_20260609_V0_2.ps1","BBB99DCA95BF612B6492A2B2E091A8869DD5CBAF982F4316E5F3470C4D055E20","CPB-SG-008","ARRAY_PARAMETERS_MUST_BE_EXPLICIT","STATIC_GATE_PASS","Found explicit array parameter and array-wrapped source evidence.","NONE","NO_ACTION_REQUIRED"
"BUILD_ROOT_HELD_ROUTE_DRY_RUN_SELECTOR_NO_EXECUTION_20260609_V0_2.ps1","C:\Users\13527\Desktop\123\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\BUILD_ROOT_HELD_ROUTE_DRY_RUN_SELECTOR_NO_EXECUTION_20260609_V0_2.ps1","BBB99DCA95BF612B6492A2B2E091A8869DD5CBAF982F4316E5F3470C4D055E20","CPB-SG-009","BLOCKER_COUNTS_DOMINATE_FINAL_VERDICT","STATIC_GATE_BLOCKED_REPAIR_REQUIRED","No clear blocker/issue-count verdict dominance evidence.","CANDIDATE_STATIC_GATE_REQUIREMENT_GAP","REPAIR_REQUIRED_BEFORE_USE_OR_SKIP_TO_NEXT_CANDIDATE"
"BUILD_ROOT_HELD_ROUTE_DRY_RUN_SELECTOR_NO_EXECUTION_20260609_V0_2.ps1","C:\Users\13527\Desktop\123\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\BUILD_ROOT_HELD_ROUTE_DRY_RUN_SELECTOR_NO_EXECUTION_20260609_V0_2.ps1","BBB99DCA95BF612B6492A2B2E091A8869DD5CBAF982F4316E5F3470C4D055E20","CPB-SG-010","GENERATED_ROLLUP_REQUIRES_AUTHORITY_PROOF","STATIC_GATE_PASS","Found hash/receipt, diff-or-duplicate evidence, and gate/boundary language.","NONE","NO_ACTION_REQUIRED"
