"GateId","FixtureId","GateName","CandidateName","CandidatePath","CandidateSHA256","StaticVerdict","Evidence"
"CPB-SG-001","CPB-001","ARRAY_NORMALIZATION_REQUIRED_FOR_ZERO_ROW_COLLECTION","BUILD_ROOT_HELD_ROUTE_DRY_RUN_SELECTOR_NO_EXECUTION_20260609_V0_1.ps1","C:\Users\13527\Desktop\123\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\BUILD_ROOT_HELD_ROUTE_DRY_RUN_SELECTOR_NO_EXECUTION_20260609_V0_1.ps1","62C4CB23A10959C978DAE2F3603899435B5D4F7728DA9A1EEA3440D0D1A18BCC","STATIC_GATE_BLOCKED_REPAIR_REQUIRED","Missing clear @(...).Count evidence for maybe-empty collection count."
"CPB-SG-002","CPB-002","ONE_ROW_SCALAR_MUST_BE_ARRAY_WRAPPED","BUILD_ROOT_HELD_ROUTE_DRY_RUN_SELECTOR_NO_EXECUTION_20260609_V0_1.ps1","C:\Users\13527\Desktop\123\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\BUILD_ROOT_HELD_ROUTE_DRY_RUN_SELECTOR_NO_EXECUTION_20260609_V0_1.ps1","62C4CB23A10959C978DAE2F3603899435B5D4F7728DA9A1EEA3440D0D1A18BCC","STATIC_GATE_PASS","Found foreach over explicit array-wrapped source."
"CPB-SG-003","CPB-003","GROUP_OBJECT_SOURCE_MUST_BE_SAFE_LIST","BUILD_ROOT_HELD_ROUTE_DRY_RUN_SELECTOR_NO_EXECUTION_20260609_V0_1.ps1","C:\Users\13527\Desktop\123\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\BUILD_ROOT_HELD_ROUTE_DRY_RUN_SELECTOR_NO_EXECUTION_20260609_V0_1.ps1","62C4CB23A10959C978DAE2F3603899435B5D4F7728DA9A1EEA3440D0D1A18BCC","STATIC_GATE_PASS_NOT_APPLICABLE","No Group-Object usage found."
"CPB-SG-004","CPB-004","MARKDOWN_WRITER_MUST_BE_BLANK_SAFE","BUILD_ROOT_HELD_ROUTE_DRY_RUN_SELECTOR_NO_EXECUTION_20260609_V0_1.ps1","C:\Users\13527\Desktop\123\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\BUILD_ROOT_HELD_ROUTE_DRY_RUN_SELECTOR_NO_EXECUTION_20260609_V0_1.ps1","62C4CB23A10959C978DAE2F3603899435B5D4F7728DA9A1EEA3440D0D1A18BCC","STATIC_GATE_BLOCKED_REPAIR_REQUIRED","No clear blank-safe writer evidence."
"CPB-SG-005","CPB-005","NULL_LINE_LIST_MUST_BE_CONTROLLED","BUILD_ROOT_HELD_ROUTE_DRY_RUN_SELECTOR_NO_EXECUTION_20260609_V0_1.ps1","C:\Users\13527\Desktop\123\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\BUILD_ROOT_HELD_ROUTE_DRY_RUN_SELECTOR_NO_EXECUTION_20260609_V0_1.ps1","62C4CB23A10959C978DAE2F3603899435B5D4F7728DA9A1EEA3440D0D1A18BCC","STATIC_GATE_REVIEW_REQUIRED","No direct null append found, but no clear string-cast line-list control either."
"CPB-SG-006","CPB-006","CSV_ROWS_REQUIRE_STABLE_SCHEMA","BUILD_ROOT_HELD_ROUTE_DRY_RUN_SELECTOR_NO_EXECUTION_20260609_V0_1.ps1","C:\Users\13527\Desktop\123\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\BUILD_ROOT_HELD_ROUTE_DRY_RUN_SELECTOR_NO_EXECUTION_20260609_V0_1.ps1","62C4CB23A10959C978DAE2F3603899435B5D4F7728DA9A1EEA3440D0D1A18BCC","STATIC_GATE_PASS","Found pscustomobject rows and Export-Csv."
"CPB-SG-007","CPB-007","COUNT_PROPERTY_MUST_USE_ARRAY_COUNT","BUILD_ROOT_HELD_ROUTE_DRY_RUN_SELECTOR_NO_EXECUTION_20260609_V0_1.ps1","C:\Users\13527\Desktop\123\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\BUILD_ROOT_HELD_ROUTE_DRY_RUN_SELECTOR_NO_EXECUTION_20260609_V0_1.ps1","62C4CB23A10959C978DAE2F3603899435B5D4F7728DA9A1EEA3440D0D1A18BCC","STATIC_GATE_BLOCKED_REPAIR_REQUIRED","No clear @(...).Count pattern found."
"CPB-SG-008","CPB-008","ARRAY_PARAMETERS_MUST_BE_EXPLICIT","BUILD_ROOT_HELD_ROUTE_DRY_RUN_SELECTOR_NO_EXECUTION_20260609_V0_1.ps1","C:\Users\13527\Desktop\123\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\BUILD_ROOT_HELD_ROUTE_DRY_RUN_SELECTOR_NO_EXECUTION_20260609_V0_1.ps1","62C4CB23A10959C978DAE2F3603899435B5D4F7728DA9A1EEA3440D0D1A18BCC","STATIC_GATE_PASS","Found explicit array parameter and array-wrapped call/source evidence."
"CPB-SG-009","CPB-009","BLOCKER_COUNTS_DOMINATE_FINAL_VERDICT","BUILD_ROOT_HELD_ROUTE_DRY_RUN_SELECTOR_NO_EXECUTION_20260609_V0_1.ps1","C:\Users\13527\Desktop\123\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\BUILD_ROOT_HELD_ROUTE_DRY_RUN_SELECTOR_NO_EXECUTION_20260609_V0_1.ps1","62C4CB23A10959C978DAE2F3603899435B5D4F7728DA9A1EEA3440D0D1A18BCC","STATIC_GATE_BLOCKED_REPAIR_REQUIRED","No clear blocker/issue-count verdict dominance evidence."
"CPB-SG-010","CPB-010","GENERATED_ROLLUP_REQUIRES_AUTHORITY_PROOF","BUILD_ROOT_HELD_ROUTE_DRY_RUN_SELECTOR_NO_EXECUTION_20260609_V0_1.ps1","C:\Users\13527\Desktop\123\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\BUILD_ROOT_HELD_ROUTE_DRY_RUN_SELECTOR_NO_EXECUTION_20260609_V0_1.ps1","62C4CB23A10959C978DAE2F3603899435B5D4F7728DA9A1EEA3440D0D1A18BCC","STATIC_GATE_PASS","Found hash/receipt, diff-or-duplicate evidence, and gate/boundary language."
