"BatchId","QueueId","Name","SizeBytes","SHA256","SourcePath","Family","ProposedReviewBucket","RiskMarker","ReviewStatus","BatchReason","ActionNow","PhysicalActionAuthorized"
"LRD-BATCH-003","LRD-001","BUILD_64_ROW_HELPER_SCRIPT_REVIEW_QUEUE_HSRB_001_006_COVERAGE_ROLLUP_NO_EXECUTION_20260609_V0_1.ps1","20534","580C7EACBD7C774C3E11BD852B897A6B7DD9885DE2B74A8B6CC66FBA2FC2B35D","C:\Users\13527\Desktop\123\BUILD_64_ROW_HELPER_SCRIPT_REVIEW_QUEUE_HSRB_001_006_COVERAGE_ROLLUP_NO_EXECUTION_20260609_V0_1.ps1","64_ROW_HELPER_REVIEW_QUEUE_SCRIPT","ROOT_DELTA_REVIEW/64_ROW_REVIEW_SCRIPT","WATCH","SELECTED_FOR_BATCH_003_USER_REVIEW_NO_EXECUTION","Remaining helper-review and 64-row queue-chain delta files selected after Batch 001 and Batch 002.","NO","NO"
"LRD-BATCH-003","LRD-002","BUILD_64_ROW_HELPER_SCRIPT_REVIEW_QUEUE_HSRB_001_006_COVERAGE_ROLLUP_NO_EXECUTION_20260609_V0_2.ps1","25077","A15AE6A75233082895765EAF840B00CFB2976AC212E59FEC3F5129E0A55EB828","C:\Users\13527\Desktop\123\BUILD_64_ROW_HELPER_SCRIPT_REVIEW_QUEUE_HSRB_001_006_COVERAGE_ROLLUP_NO_EXECUTION_20260609_V0_2.ps1","64_ROW_HELPER_REVIEW_QUEUE_SCRIPT","ROOT_DELTA_REVIEW/64_ROW_REVIEW_SCRIPT","WATCH","SELECTED_FOR_BATCH_003_USER_REVIEW_NO_EXECUTION","Remaining helper-review and 64-row queue-chain delta files selected after Batch 001 and Batch 002.","NO","NO"
"LRD-BATCH-003","LRD-003","BUILD_64_ROW_HELPER_SCRIPT_REVIEW_QUEUE_HSRB_001_006_COVERAGE_ROLLUP_NO_EXECUTION_20260609_V0_3.ps1","28320","D077F9E7ED0906F08D9B44C79103DBB6B3CD58652F8053F0CA66017E77A56014","C:\Users\13527\Desktop\123\BUILD_64_ROW_HELPER_SCRIPT_REVIEW_QUEUE_HSRB_001_006_COVERAGE_ROLLUP_NO_EXECUTION_20260609_V0_3.ps1","64_ROW_HELPER_REVIEW_QUEUE_SCRIPT","ROOT_DELTA_REVIEW/64_ROW_REVIEW_SCRIPT","WATCH","SELECTED_FOR_BATCH_003_USER_REVIEW_NO_EXECUTION","Remaining helper-review and 64-row queue-chain delta files selected after Batch 001 and Batch 002.","NO","NO"
"LRD-BATCH-003","LRD-004","BUILD_64_ROW_HELPER_SCRIPT_REVIEW_QUEUE_HSRB_001_006_INPUT_SURFACE_DIAGNOSTIC_NO_EXECUTION_20260609_V0_1.ps1","17304","F6868564A4FA16C413D97355A856E2D42344CEF8198CF2260C2EBAE0EFF7C07C","C:\Users\13527\Desktop\123\BUILD_64_ROW_HELPER_SCRIPT_REVIEW_QUEUE_HSRB_001_006_INPUT_SURFACE_DIAGNOSTIC_NO_EXECUTION_20260609_V0_1.ps1","64_ROW_HELPER_REVIEW_QUEUE_SCRIPT","ROOT_DELTA_REVIEW/64_ROW_REVIEW_SCRIPT","WATCH","SELECTED_FOR_BATCH_003_USER_REVIEW_NO_EXECUTION","Remaining helper-review and 64-row queue-chain delta files selected after Batch 001 and Batch 002.","NO","NO"
"LRD-BATCH-003","LRD-005","BUILD_64_ROW_HELPER_SCRIPT_REVIEW_QUEUE_HSRB_001_006_INPUT_SURFACE_DIAGNOSTIC_NO_EXECUTION_20260609_V0_2.ps1","12096","2298E7F87493F003BA4AE23B33FC7306C0D7E99B74C3402ECF05170035EA241B","C:\Users\13527\Desktop\123\BUILD_64_ROW_HELPER_SCRIPT_REVIEW_QUEUE_HSRB_001_006_INPUT_SURFACE_DIAGNOSTIC_NO_EXECUTION_20260609_V0_2.ps1","64_ROW_HELPER_REVIEW_QUEUE_SCRIPT","ROOT_DELTA_REVIEW/64_ROW_REVIEW_SCRIPT","WATCH","SELECTED_FOR_BATCH_003_USER_REVIEW_NO_EXECUTION","Remaining helper-review and 64-row queue-chain delta files selected after Batch 001 and Batch 002.","NO","NO"
"LRD-BATCH-003","LRD-006","BUILD_HELPER_SCRIPT_REVIEW_BATCH_SELECTOR_FROM_64_QUEUE_NO_EXECUTION_20260609_V0_1.ps1","20778","8F2C28726DFD75859EB81C9DA7BC31D83504CFDA4DFC4A50004AF0377670337F","C:\Users\13527\Desktop\123\BUILD_HELPER_SCRIPT_REVIEW_BATCH_SELECTOR_FROM_64_QUEUE_NO_EXECUTION_20260609_V0_1.ps1","HELPER_SCRIPT_REVIEW_QUEUE_SCRIPT","ROOT_DELTA_REVIEW/HELPER_REVIEW_SCRIPT","WATCH","SELECTED_FOR_BATCH_003_USER_REVIEW_NO_EXECUTION","Remaining helper-review and 64-row queue-chain delta files selected after Batch 001 and Batch 002.","NO","NO"
"LRD-BATCH-003","LRD-007","BUILD_HELPER_SCRIPT_REVIEW_NEXT_BATCH_SELECTOR_FROM_64_QUEUE_NO_EXECUTION_20260609_V0_1.ps1","11887","001B379F3884A1E44F3A8C53DFE4016AA0E25514728BD8ED3D598411D8D557FA","C:\Users\13527\Desktop\123\BUILD_HELPER_SCRIPT_REVIEW_NEXT_BATCH_SELECTOR_FROM_64_QUEUE_NO_EXECUTION_20260609_V0_1.ps1","HELPER_SCRIPT_REVIEW_QUEUE_SCRIPT","ROOT_DELTA_REVIEW/HELPER_REVIEW_SCRIPT","WATCH","SELECTED_FOR_BATCH_003_USER_REVIEW_NO_EXECUTION","Remaining helper-review and 64-row queue-chain delta files selected after Batch 001 and Batch 002.","NO","NO"
"LRD-BATCH-003","LRD-008","BUILD_HELPER_SCRIPT_REVIEW_NEXT_BATCH_SELECTOR_HSRB_003_FROM_64_QUEUE_NO_EXECUTION_20260609_V0_1.ps1","14848","567059C302FC741708630C4F3BF9C8246EEA4E030831DF5B802A355633741A05","C:\Users\13527\Desktop\123\BUILD_HELPER_SCRIPT_REVIEW_NEXT_BATCH_SELECTOR_HSRB_003_FROM_64_QUEUE_NO_EXECUTION_20260609_V0_1.ps1","HELPER_SCRIPT_REVIEW_QUEUE_SCRIPT","ROOT_DELTA_REVIEW/HELPER_REVIEW_SCRIPT","WATCH","SELECTED_FOR_BATCH_003_USER_REVIEW_NO_EXECUTION","Remaining helper-review and 64-row queue-chain delta files selected after Batch 001 and Batch 002.","NO","NO"
"LRD-BATCH-003","LRD-009","BUILD_HELPER_SCRIPT_REVIEW_NEXT_BATCH_SELECTOR_HSRB_003_FROM_64_QUEUE_NO_EXECUTION_20260609_V0_2.ps1","30234","59BEB116930C04966ACAE3F7515676EFF9584AE388E220D3400DA308DB5EFAB7","C:\Users\13527\Desktop\123\BUILD_HELPER_SCRIPT_REVIEW_NEXT_BATCH_SELECTOR_HSRB_003_FROM_64_QUEUE_NO_EXECUTION_20260609_V0_2.ps1","HELPER_SCRIPT_REVIEW_QUEUE_SCRIPT","ROOT_DELTA_REVIEW/HELPER_REVIEW_SCRIPT","WATCH","SELECTED_FOR_BATCH_003_USER_REVIEW_NO_EXECUTION","Remaining helper-review and 64-row queue-chain delta files selected after Batch 001 and Batch 002.","NO","NO"
"LRD-BATCH-003","LRD-010","BUILD_HELPER_SCRIPT_REVIEW_NEXT_BATCH_SELECTOR_HSRB_004_FROM_64_QUEUE_NO_EXECUTION_20260609_V0_1.ps1","18561","157F489F9BEAF18D4C1FEE14FD56E0238A9A15F00B9C7B2D692907AA70D615AF","C:\Users\13527\Desktop\123\BUILD_HELPER_SCRIPT_REVIEW_NEXT_BATCH_SELECTOR_HSRB_004_FROM_64_QUEUE_NO_EXECUTION_20260609_V0_1.ps1","HELPER_SCRIPT_REVIEW_QUEUE_SCRIPT","ROOT_DELTA_REVIEW/HELPER_REVIEW_SCRIPT","WATCH","SELECTED_FOR_BATCH_003_USER_REVIEW_NO_EXECUTION","Remaining helper-review and 64-row queue-chain delta files selected after Batch 001 and Batch 002.","NO","NO"
