"BatchID","BatchName","TicketID","FileName","SourcePath","SourcePresent","DeclaredSha256","ActualSha256","SourceHashMatch","RoleLabel","RiskLabel","UserDecision","ActionNow","StaticReviewOnly","ExecutionAllowed","RouteAllowed","CleanupAllowed","DoctrinePromotionAllowed","ContainsGitCommand","ContainsMoveItem","ContainsRemoveItem","ContainsRenameItem","ContainsCopyItem","ContainsStartProcess","ContainsInvokeExpression","ContainsSetClipboard","HighRiskCommandMarker","RiskMarked","RiskDisposition","ReviewDisposition","RecursiveDryRunExpansionRequired","WholeHouseClearance","DoesNotProve"
"HSRB-006","REMAINING_HELPER_REVIEW_QUEUE_FAMILY","RHG-DRY-001","BUILD_GENERATED_RUNNER_SAFE_TEMPLATE_RULE_CARD_20260608.ps1","C:\Users\13527\Desktop\123\BUILD_GENERATED_RUNNER_SAFE_TEMPLATE_RULE_CARD_20260608.ps1","True","2B1165E74B2E47ABFA9AE540883AF0DC499117199E0A89E0AAE87B0B6CD31624","2B1165E74B2E47ABFA9AE540883AF0DC499117199E0A89E0AAE87B0B6CD31624","True","EXECUTABLE_HELPER_REVIEW_REQUIRED","HIGH_RISK_EXECUTABLE","REVIEW","NO_EXECUTION_NO_ROUTE_NO_CLEANUP","YES","NO","NO","NO","NO","True","False","False","False","False","False","False","False","False","True","REVIEW_ONLY_RISK_MARKER__NOT_CLEARED_FOR_EXECUTION","REVIEW_ONLY__REMAINING_HELPER_REVIEW_QUEUE_FAMILY","YES","NO","Does not prove helper is safe outside impact cone; does not authorize execution, route, cleanup, commit, push, or doctrine promotion."
"HSRB-006","REMAINING_HELPER_REVIEW_QUEUE_FAMILY","RHG-DRY-035","FIELD_APPLY_GENERATED_RUNNER_SAFE_TEMPLATE_RULE_CARD_20260608.ps1","C:\Users\13527\Desktop\123\FIELD_APPLY_GENERATED_RUNNER_SAFE_TEMPLATE_RULE_CARD_20260608.ps1","True","47CB61434C57B35ACF64378C87BD7E6EE7CA7A7A8DC08A18468BFEDD22F3E5EB","47CB61434C57B35ACF64378C87BD7E6EE7CA7A7A8DC08A18468BFEDD22F3E5EB","True","EXECUTABLE_HELPER_REVIEW_REQUIRED","HIGH_RISK_EXECUTABLE","REVIEW","NO_EXECUTION_NO_ROUTE_NO_CLEANUP","YES","NO","NO","NO","NO","True","False","False","False","False","False","False","False","False","True","REVIEW_ONLY_RISK_MARKER__NOT_CLEARED_FOR_EXECUTION","REVIEW_ONLY__REMAINING_HELPER_REVIEW_QUEUE_FAMILY","YES","NO","Does not prove helper is safe outside impact cone; does not authorize execution, route, cleanup, commit, push, or doctrine promotion."
"HSRB-006","REMAINING_HELPER_REVIEW_QUEUE_FAMILY","RHG-DRY-036","FIELD_APPLY_GENERATED_RUNNER_SAFE_TEMPLATE_RULE_CARD_V0_2_20260608.ps1","C:\Users\13527\Desktop\123\FIELD_APPLY_GENERATED_RUNNER_SAFE_TEMPLATE_RULE_CARD_V0_2_20260608.ps1","True","8EC9358F731D2B79DAC7471D18F02517881E3D0F8356B9F636D429E04743EE02","8EC9358F731D2B79DAC7471D18F02517881E3D0F8356B9F636D429E04743EE02","True","EXECUTABLE_HELPER_REVIEW_REQUIRED","HIGH_RISK_EXECUTABLE","REVIEW","NO_EXECUTION_NO_ROUTE_NO_CLEANUP","YES","NO","NO","NO","NO","True","False","False","False","True","False","False","False","False","True","REVIEW_ONLY_RISK_MARKER__NOT_CLEARED_FOR_EXECUTION","REVIEW_ONLY__REMAINING_HELPER_REVIEW_QUEUE_FAMILY","YES","NO","Does not prove helper is safe outside impact cone; does not authorize execution, route, cleanup, commit, push, or doctrine promotion."
"HSRB-006","REMAINING_HELPER_REVIEW_QUEUE_FAMILY","RHG-DRY-037","FIELD_APPLY_GENERATED_RUNNER_SAFE_TEMPLATE_RULE_CARD_V0_3_20260608.ps1","C:\Users\13527\Desktop\123\FIELD_APPLY_GENERATED_RUNNER_SAFE_TEMPLATE_RULE_CARD_V0_3_20260608.ps1","True","D28EFBA23CD026B667DB17B0A2B48C6533F41F5F313C18BD6AB70A5705CA440A","D28EFBA23CD026B667DB17B0A2B48C6533F41F5F313C18BD6AB70A5705CA440A","True","EXECUTABLE_HELPER_REVIEW_REQUIRED","HIGH_RISK_EXECUTABLE","REVIEW","NO_EXECUTION_NO_ROUTE_NO_CLEANUP","YES","NO","NO","NO","NO","True","False","False","False","True","False","False","False","False","True","REVIEW_ONLY_RISK_MARKER__NOT_CLEARED_FOR_EXECUTION","REVIEW_ONLY__REMAINING_HELPER_REVIEW_QUEUE_FAMILY","YES","NO","Does not prove helper is safe outside impact cone; does not authorize execution, route, cleanup, commit, push, or doctrine promotion."
"HSRB-006","REMAINING_HELPER_REVIEW_QUEUE_FAMILY","RHG-DRY-038","FREEZE_GENERATED_RUNNER_DEEP_LAYER_AND_WRITE_SAFE_GIT_RUNNER_20260608.ps1","C:\Users\13527\Desktop\123\FREEZE_GENERATED_RUNNER_DEEP_LAYER_AND_WRITE_SAFE_GIT_RUNNER_20260608.ps1","True","2382BA97B226FD4B56374C7D6576815C346FE1420177D27CC60F271D60A22514","2382BA97B226FD4B56374C7D6576815C346FE1420177D27CC60F271D60A22514","True","EXECUTABLE_HELPER_REVIEW_REQUIRED","HIGH_RISK_EXECUTABLE","REVIEW","NO_EXECUTION_NO_ROUTE_NO_CLEANUP","YES","NO","NO","NO","NO","True","False","False","False","False","False","False","False","False","True","REVIEW_ONLY_RISK_MARKER__NOT_CLEARED_FOR_EXECUTION","REVIEW_ONLY__REMAINING_HELPER_REVIEW_QUEUE_FAMILY","YES","NO","Does not prove helper is safe outside impact cone; does not authorize execution, route, cleanup, commit, push, or doctrine promotion."
"HSRB-006","REMAINING_HELPER_REVIEW_QUEUE_FAMILY","RHG-DRY-039","FREEZE_GIT_SNAPSHOT_NO_WORKTREE_AND_WRITE_FIXED_RUNNER_20260608.ps1","C:\Users\13527\Desktop\123\FREEZE_GIT_SNAPSHOT_NO_WORKTREE_AND_WRITE_FIXED_RUNNER_20260608.ps1","True","35F243A1B427ABCDD98A84EE34B68D875BD8DFE3FBE12CB40E145F6CB035BC06","35F243A1B427ABCDD98A84EE34B68D875BD8DFE3FBE12CB40E145F6CB035BC06","True","EXECUTABLE_HELPER_REVIEW_REQUIRED","HIGH_RISK_EXECUTABLE","REVIEW","NO_EXECUTION_NO_ROUTE_NO_CLEANUP","YES","NO","NO","NO","NO","True","False","False","False","False","False","False","False","False","True","REVIEW_ONLY_RISK_MARKER__NOT_CLEARED_FOR_EXECUTION","REVIEW_ONLY__REMAINING_HELPER_REVIEW_QUEUE_FAMILY","YES","NO","Does not prove helper is safe outside impact cone; does not authorize execution, route, cleanup, commit, push, or doctrine promotion."
"HSRB-006","REMAINING_HELPER_REVIEW_QUEUE_FAMILY","RHG-DRY-043","ROUGH_LOCAL_IMPORT_GENERATED_RUNNER_SAFE_TEMPLATE_RULE_CARD_CHAIN_20260608.ps1","C:\Users\13527\Desktop\123\ROUGH_LOCAL_IMPORT_GENERATED_RUNNER_SAFE_TEMPLATE_RULE_CARD_CHAIN_20260608.ps1","True","8FE2AB5E9988270652F9E536672E5527C2F779806E021DD42F9BBCAEB4267392","8FE2AB5E9988270652F9E536672E5527C2F779806E021DD42F9BBCAEB4267392","True","EXECUTABLE_HELPER_REVIEW_REQUIRED","HIGH_RISK_EXECUTABLE","REVIEW","NO_EXECUTION_NO_ROUTE_NO_CLEANUP","YES","NO","NO","NO","NO","True","False","False","False","True","False","False","False","False","True","REVIEW_ONLY_RISK_MARKER__NOT_CLEARED_FOR_EXECUTION","REVIEW_ONLY__REMAINING_HELPER_REVIEW_QUEUE_FAMILY","YES","NO","Does not prove helper is safe outside impact cone; does not authorize execution, route, cleanup, commit, push, or doctrine promotion."
"HSRB-006","REMAINING_HELPER_REVIEW_QUEUE_FAMILY","RHG-DRY-044","ROUGH_LOCAL_IMPORT_HELPER_FILE_SURFACE_PREFLIGHT_LANE_CLOSEOUT_20260608_HEAVY_BOUNDARY.ps1","C:\Users\13527\Desktop\123\ROUGH_LOCAL_IMPORT_HELPER_FILE_SURFACE_PREFLIGHT_LANE_CLOSEOUT_20260608_HEAVY_BOUNDARY.ps1","True","8802C73E7027544188ADCB4C960FB4036F1A6FCBB3632893EED627E2E8C23D66","8802C73E7027544188ADCB4C960FB4036F1A6FCBB3632893EED627E2E8C23D66","True","EXECUTABLE_HELPER_REVIEW_REQUIRED","HIGH_RISK_EXECUTABLE","REVIEW","NO_EXECUTION_NO_ROUTE_NO_CLEANUP","YES","NO","NO","NO","NO","True","False","False","False","True","False","False","False","False","True","REVIEW_ONLY_RISK_MARKER__NOT_CLEARED_FOR_EXECUTION","REVIEW_ONLY__REMAINING_HELPER_REVIEW_QUEUE_FAMILY","YES","NO","Does not prove helper is safe outside impact cone; does not authorize execution, route, cleanup, commit, push, or doctrine promotion."
"HSRB-006","REMAINING_HELPER_REVIEW_QUEUE_FAMILY","RHG-DRY-045","ROUGH_LOCAL_IMPORT_ROOT_DROP_INTAKE_WASHER_HELPER_CANDIDATE_OPTION_SET_20260608.ps1","C:\Users\13527\Desktop\123\ROUGH_LOCAL_IMPORT_ROOT_DROP_INTAKE_WASHER_HELPER_CANDIDATE_OPTION_SET_20260608.ps1","True","9D0A9CFA4574E0326E7FDD9FA49B26BA5D5F33DDCDF2953F13C5E5B0BAE3A9EA","9D0A9CFA4574E0326E7FDD9FA49B26BA5D5F33DDCDF2953F13C5E5B0BAE3A9EA","True","EXECUTABLE_HELPER_REVIEW_REQUIRED","HIGH_RISK_EXECUTABLE","REVIEW","NO_EXECUTION_NO_ROUTE_NO_CLEANUP","YES","NO","NO","NO","NO","True","False","False","False","True","False","False","False","False","True","REVIEW_ONLY_RISK_MARKER__NOT_CLEARED_FOR_EXECUTION","REVIEW_ONLY__REMAINING_HELPER_REVIEW_QUEUE_FAMILY","YES","NO","Does not prove helper is safe outside impact cone; does not authorize execution, route, cleanup, commit, push, or doctrine promotion."
"HSRB-006","REMAINING_HELPER_REVIEW_QUEUE_FAMILY","RHG-DRY-046","ROUGH_LOCAL_IMPORT_ROOT_DROP_INTAKE_WASHER_OLD_LOAD_OR_SYSTEM_OPTION_SET_V0_2_20260608.ps1","C:\Users\13527\Desktop\123\ROUGH_LOCAL_IMPORT_ROOT_DROP_INTAKE_WASHER_OLD_LOAD_OR_SYSTEM_OPTION_SET_V0_2_20260608.ps1","True","73D1A1CE5F20981C27D14646A8973E88E8327780C355E7ED3708ACDC52D77E66","73D1A1CE5F20981C27D14646A8973E88E8327780C355E7ED3708ACDC52D77E66","True","EXECUTABLE_HELPER_REVIEW_REQUIRED","HIGH_RISK_EXECUTABLE","REVIEW","NO_EXECUTION_NO_ROUTE_NO_CLEANUP","YES","NO","NO","NO","NO","True","False","False","False","True","False","False","False","False","True","REVIEW_ONLY_RISK_MARKER__NOT_CLEARED_FOR_EXECUTION","REVIEW_ONLY__REMAINING_HELPER_REVIEW_QUEUE_FAMILY","YES","NO","Does not prove helper is safe outside impact cone; does not authorize execution, route, cleanup, commit, push, or doctrine promotion."
