"Path","Species","OwnerRoom","SHA256","HasStatus","HasWorkKey","HasBoundary","HasReturnOrNext","HasKeyOrTag","HasProofMarker","HasRouteMarker","RouteReferenceCount","RouteReferences","Currentness","Disposition","Verdict","WatchCount","BlockCount"
"ACTIVE_ANCHOR.txt","ANCHOR_OBJECT","OTHER","3D1FFA3A506ECC69275A7F5AB05DF092BA259A11D72D26DC8610DC07F8A9B125","False","False","True","True","False","False","True","63","COMMAND_CENTER/SCRIPTS/INCOMING/APPLY_DATA_ORDER_OUROBOROS_LEDGER_20260521_071919.ps1; COMMAND_CENTER/SCRIPTS/INCOMING/APPLY_FIRST_INTAKE_LEDGER_ENTRY_20260521_073459.ps1; COMMAND_CENTER/SCRIPTS/INCOMING/BOSS_GHOST_TODO_MAP_V3_CLEAN_DELIVERY_FIX_20260520.ps1; COMMAND_CENTER/SCRIPTS/INCOMING/BOSS_GHOST_TODO_TRIAGE_MAP_20260520.ps1; COMMAND_CENTER/SCRIPTS/INCOMING/BOSS_GHOST_TODO_TRIAGE_MAP_V2_20260520 (1).ps1; COMMAND_CENTER/SCRIPTS/INCOMING/BOSS_GHOST_TODO_TRIAGE_MAP_V2_20260520.ps1; COMMAND_CENTER/SCRIPTS/INCOMING/RELEVANT_ROOT_KEY_SELECTOR_FIRST_LIVE_USE_20260520.ps1; COMMAND_CENTER/SCRIPTS/INCOMING/RELEVANT_ROOT_KEY_SELECTOR_FIRST_LIVE_USE_RECOVERY_20260520.ps1; COMMAND_CENTER/SCRIPTS/INCOMING/RELEVANT_ROOT_KEY_SELECTOR_VARIED_LIVE_USE_SAVE_20260520.ps1; COMMAND_CENTER/SCRIPTS/INCOMING/RELEVANT_ROOT_KEY_TOOL_SELECTOR_20260520.ps1; COMMAND_CENTER/SCRIPTS/INCOMING/RUN_LEDGER_NEXT_WAVES_UNTIL_STOP_20260521_073717 (1).ps1; COMMAND_CENTER/SCRIPTS/INCOMING/RUN_LEDGER_NEXT_WAVES_UNTIL_STOP_20260521_073717.ps1; COMMAND_CENTER/SCRIPTS/INCOMING/TODO_CONTROL_SURFACE_STALE_HEADING_REPAIR_SAVE_20260520.ps1; COMMAND_CENTER/SCRIPTS/INCOMING/TODO_STALE_FIX.ps1; COMMAND_CENTER/SCRIPTS/INCOMING/TODO_WEAKEST_LINK_SELECTION_REPAIR_20260520.ps1; CURRENT_TRUTH_INDEX.txt; DECISION_NOTES/AGENTS_ACTIVE_ANCHOR_PARTNER_SYNC_DECISION_20260517_221658.txt; HOUSE_WORK/GATE_RINGS/MASTER_500_GATE_RING_20260524/PRE_EXPANSION_BASELINE_20260524_225710/SOURCE_EVIDENCE_INDEX.md; HOUSE_WORK/GATE_RINGS/MASTER_500_GATE_RING_20260524/SOURCE_EVIDENCE_INDEX.md; HOUSE_WORK/INDEXES/BRAIN_ROOM_INDEX.md; HOUSE_WORK/INDEXES/FOG_LANE_CLOSEOUT_20260518.md; HOUSE_WORK/INDEXES/MR_KLEEN_FILE_TREE_EXACT_20260518.md; HOUSE_WORK/INDEXES/MR_KLEEN_ROOM_ROLE_INDEX_20260518.md; HOUSE_WORK/INDEXES/MR_KLEEN_SCRIPT_TOOL_INDEX_20260518.md; HOUSE_WORK/INDEXES/PROJECT_WIDE_PATTERN_TRANSFER_BOSS_STACK_20260518.md; HOUSE_WORK/ISSUE_MAPS/BIG_BOY_CHAT_ROOT_DOCS_10_LOOP_HOUSE_WASH_20260525.md; HOUSE_WORK/ISSUE_MAPS/ROOT_DOOR_WASH_ATTENTION_FEYNMAN_BLOCKCHAIN_20260525.md; HOUSE_WORK/ISSUE_MAPS/ROOT_DOOR_WASH_RESONANCE_PETERSON_20260525.md; HOUSE_WORK/SYSTEM_LINKS/README.md; HOUSE_WORK/SYSTEM_LINKS/SYSTEM_GROUP_LINK_AUDIT_TODO_20260518.md; HOUSE_WORK/SYSTEM_LINKS/SYSTEM_GROUP_LINK_INDEX_20260518.md; HOUSE_WORK/TODO/README.md; HOUSE_WORK/TODO/TODO_CONTROL_BOARD_20260518.md; HOUSE_WORK/TODO/TODO_INDEX_20260518.md; HOUSE_WORK/TODO/TODO_TRACE_TRIAGE_GATE_20260518.md; HOUSE_WORK/WORK_SHED/INDEXES/LIVING_SYSTEM_CHAT_LOAD_MANIFEST_V1_4_20260530.md; HOUSE_WORK/WORK_SHED/INDEXES/LIVING_SYSTEM_CHAT_SOURCE_URL_LEDGER_MAP_KEY_V1_5_20260530.md; HOUSE_WORK/WORK_SHED/INDEXES/LIVING_SYSTEM_FRONT_DOOR_LEDGER_V1_4_20260530.md; HOUSE_WORK/WORK_SHED/INDEXES/LIVING_SYSTEM_NODE_REGISTRY_V1_4_20260530.md; HOUSE_WORK/WORK_SHED/INDEXES/USER_SAID_FIRST_CROSSCHECK_HOUSE_ROPE_LEGEND_LEDGER_KEYMAP_20260530.md; MULE_WORKSHOP/DEEP_RECURSIVE_FAILURE_AUDIT_20260523/EVIDENCE/current_house_work_status_key_snippets.txt; MULE_WORKSHOP/DEEP_RECURSIVE_FAILURE_AUDIT_20260523/EVIDENCE/keyword_hits_first1000.txt; PROOF_HISTORY/ACTIVE_ANCHOR_WHIRLPOOL_REFRESH_RECEIPT_20260519.txt; PROOF_HISTORY/ANCHOR_SYNC_ACTIVE_ANCHOR_REPAIR_RECEIPT_20260518.txt; PROOF_HISTORY/BOSS_GHOST_TODO_TRIAGE_MAP_AND_DELIVERY_FIX_RECEIPT_20260520.txt; PROOF_HISTORY/CURRENT_HOUSE_WORK_STATUS_FOG_FINAL_SYNC_RECEIPT_20260518.txt; PROOF_HISTORY/CURRENT_TRUTH_INDEX_FOG_LABEL_RECEIPT_20260518.txt; PROOF_HISTORY/DATA_ORDER_OUROBOROS_LEDGER_INSTALL_RECEIPT_20260521.txt; PROOF_HISTORY/FULL_HOUSE_WASH_V3_PROGRESS_LEDGER_BRIDGE_PLAN_IGNORED_PATH_MANIFEST_20260530.txt; PROOF_HISTORY/FULL_HOUSE_WASH_V3_PROGRESS_LEDGER_BRIDGE_PLAN_LOCK_RECEIPT_20260530.txt; PROOF_HISTORY/INDEX_HISTORY/AGENTS_ACTIVE_ANCHOR_PARTNER_SYNC_PROOF_20260517_221658.txt; PROOF_HISTORY/INDEX_HISTORY/BOSS_CYCLE_LEASH_RULE_PROOF_20260517_222500.txt; PROOF_HISTORY/RELEVANT_ROOT_KEY_AND_TOOL_USE_SELECTOR_RECEIPT_20260520.txt; PROOF_HISTORY/RELEVANT_ROOT_KEY_SELECTOR_FIRST_LIVE_USE_RECEIPT_20260520.txt; PROOF_HISTORY/RELEVANT_ROOT_KEY_SELECTOR_VARIED_LIVE_USE_RECEIPT_20260520.txt; PROOF_HISTORY/TODO_CONTROL_SURFACE_STALE_HEADING_REPAIR_RECEIPT_20260520.txt; PROOF_HISTORY/TODO_FIRST_WORK_CONTROL_REPAIR_RECEIPT_20260520.txt; PROOF_HISTORY/TODO_WEAKEST_LINK_SELECTION_REPAIR_RECEIPT_20260520.txt; PUBLIC_PROOF_PACKETS/SAM_REVIEW_CHILD_SHELL_RECURSIVE_CORE_PACKET_20260521/UNPACKED/01_CHILD_SHELL_FINAL_PACKET/UNPACKED/02_PROOF_LEDGER.md; README.md; SOURCE_TRANSFER/MD_INCOMING/BITSTRING_BINARY_LOGIC_BOSS_GROUPED_LEDGER_20260518 (1).md; SOURCE_TRANSFER/MD_INCOMING/BITSTRING_BINARY_LOGIC_BOSS_GROUPED_LEDGER_20260518.md; START_HERE_CURRENT_HOUSE_LEDGER.md","UNKNOWN_CURRENTNESS","DISPOSITION_UNCLEAR","WATCH","3","0"
"PROOF_HISTORY/ACTIVE_ANCHOR_BEFORE_FULL_SUIT_LOAD_TEST_20260522_031227.txt","ANCHOR_OBJECT","PROOF_ROOM","04152D06333067B19FF0747918656C09A22EA95D91F7330B9D614530A8295732","True","False","True","True","False","True","True","0","","CURRENT_SUPPORT","PROOF_ONLY","WATCH","1","0"
"PROOF_HISTORY/ACTIVE_ANCHOR_WHIRLPOOL_REFRESH_RECEIPT_20260519.txt","ANCHOR_OBJECT","PROOF_ROOM","1CF245FD7B30638DA13C7BBEDFB51A26A801D442C77FB10E1BFA2A256D039121","True","False","True","False","False","True","False","0","","FRESH_CANDIDATE","CANDIDATE_ACTIVE","WATCH","2","0"
"PROOF_HISTORY/ANCHOR_SYNC_ACTIVE_ANCHOR_REPAIR_RECEIPT_20260518.txt","ANCHOR_OBJECT","PROOF_ROOM","A785BB5C7FDE0C31BE73ABBE7EF2EA093D0E8D53D329CB4B261DEEB42FF964B8","True","False","False","False","False","True","True","1","HOUSE_WORK/INDEXES/MR_KLEEN_FILE_TREE_EXACT_20260518.md (filename)","FRESH_CANDIDATE","CANDIDATE_ACTIVE","WATCH","2","0"
"PROOF_HISTORY/INDEX_HISTORY/ADOPT_GATE_ACTIVE_ANCHOR_SYSTEM_PROOF_20260517_220141.txt","ANCHOR_OBJECT","PROOF_ROOM","1E5B1300A9347881ACB8B2D4AC55C37BA7A71DDE392A7480DA32273B58D7782E","False","False","False","False","False","True","True","2","HOUSE_WORK/INDEXES/MR_KLEEN_FILE_TREE_EXACT_20260518.md (filename); MULE_WORKSHOP/DEEP_RECURSIVE_FAILURE_AUDIT_20260523/EVIDENCE/keyword_hits_first1000.txt (filename)","UNKNOWN_CURRENTNESS","DISPOSITION_UNCLEAR","WATCH","4","0"
"PROOF_HISTORY/INDEX_HISTORY/AGENTS_ACTIVE_ANCHOR_PARTNER_SYNC_PROOF_20260517_221658.txt","ANCHOR_OBJECT","PROOF_ROOM","DC22035BFBA792094ECDF597290A70A574EB8662EBD1B7A47A67540F29C0023B","True","False","False","False","True","True","True","1","HOUSE_WORK/INDEXES/MR_KLEEN_FILE_TREE_EXACT_20260518.md (filename)","PROOF_ONLY","PROOF_ONLY","WATCH","1","0"
"BRAIN_LEARNING/END_OF_JOB_REPORT_OPTIONS_NEXT_DIRECTION_NOTE_20260524.md","FIT_REPORT_OBJECT","BRAIN_LEARNING","C07E427100747D37F87860B54B8158E66B1B13E8272F407A6085A3BE848999E2","True","False","True","True","False","False","False","0","","CURRENT_SUPPORT","DISPOSITION_UNCLEAR","WATCH","3","0"
"BRAIN_LEARNING/SOURCE_TO_HOUSE_INTAKE_V2_MECHANISM_EXTRACTION_REPORT_20260528.md","FIT_REPORT_OBJECT","BRAIN_LEARNING","18E27E27ED1162F80199721C303FD8159268B65644DCCDE5A6067628BC791DB6","True","False","True","True","True","True","True","0","","CURRENT_SUPPORT","CANDIDATE_ACTIVE","WATCH","1","0"
"COMMAND_CENTER/SCRIPTS/INCOMING/RCE_REPORT_GATE_PARTIAL_LIVE_USE_SAVE_20260520.ps1","FIT_REPORT_OBJECT","SCRIPT_SURFACE","EB0D301D5754511E0134689E1DC69103958A7001A682E8C610E7B696F554375B","True","False","True","True","True","True","True","0","","CURRENT_SUPPORT","PROOF_ONLY","WATCH","1","0"
"HOUSE_WORK/GATE_RINGS/HOUSE_GATE_WASH_RUN_20260524/CONSOLIDATED_CLEAN_WASH_REPORT.md","FIT_REPORT_OBJECT","OTHER","DB551E9C49D9989BC2A529967CA507C6085F9DFBCB3BDE8E9E2266DD7D2240E3","True","False","False","False","False","True","True","1","HOUSE_WORK/ISSUE_MAPS/BIG_BOY_CHAT_ROOT_DOCS_10_LOOP_HOUSE_WASH_20260525.md (filename)","CURRENT_SUPPORT","DISPOSITION_UNCLEAR","WATCH","4","0"
"HOUSE_WORK/RUNTIME_KERNEL_DRY_RUNS/STATUS_COMMAND_READ_ONLY_REPORT_20260518_004252.md","FIT_REPORT_OBJECT","OTHER","3EBDF308524B24433C4CC51B1B89CE6FB429FB7488EFA4C001720BAF17BB616E","True","False","True","False","False","True","True","1","HOUSE_WORK/INDEXES/MR_KLEEN_FILE_TREE_EXACT_20260518.md (filename)","FRESH_CANDIDATE","CANDIDATE_ACTIVE","WATCH","2","0"
"HOUSE_WORK/WORK_SHED/SORTING_BENCH/CHAIN_SUPERVISOR_WEB_RESEARCH_AND_HOUSE_FIT_REPORT_20260530.md","FIT_REPORT_OBJECT","SORTING_BENCH","3EEE4EC675D53A5724D652301C170952914DAEFD90FB9456B45C87892792E3CA","True","True","True","False","True","True","True","0","","CURRENT_SUPPORT","PROOF_ONLY","WATCH","2","0"
"HOUSE_WORK/WORK_SHED/SORTING_BENCH/CHAT_DROP_CURRENT_LOAD_ROTATION_REPORT_20260530.md","FIT_REPORT_OBJECT","SORTING_BENCH","D8750116737ECA52628F558286819319AEEF34AA675D1687EA134173B84ED943","True","True","True","False","True","False","True","0","","CURRENT_SUPPORT","CANDIDATE_ACTIVE","WATCH","3","0"
